id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
29964510,"Private&comfortable bedroom.
Williamsburg Brooklyn",225291555,Brooklyn,Williamsburg,40.71101,-73.93613,Private room,105,2,2,0.28,148
29979969,Enormous beautiful apt in the heart Williamsburg,225390764,Brooklyn,Williamsburg,40.7213,-73.95677,Entire home/apt,210,4,3,0.44,4
29981213,Broadway Triangle,83787104,Brooklyn,Williamsburg,40.70136,-73.94423,Private room,65,2,3,0.59,89
29982557,The House on Richardson: Entire Home w/ Rear Yard,197286,Brooklyn,Williamsburg,40.71841,-73.94343,Entire home/apt,174,2,27,3.6,126
30009546,Cozy Artist’s Apartment Bushwick,19874155,Brooklyn,Williamsburg,40.70245,-73.93603,Private room,75,1,4,0.53,35
30036315,Room in Williamburg BK,120939023,Brooklyn,Williamsburg,40.71837,-73.95882,Private room,99,2,9,1.16,46
30041537,"""Home sweet Home""  Welcome friends",224315550,Brooklyn,Williamsburg,40.70956,-73.96552,Private room,90,2,39,5.37,78
30045214,room in cozy exposed brick apt with HUGE BALCONY,33235360,Brooklyn,Williamsburg,40.70903,-73.94416,Private room,60,2,14,1.89,14
30063808,Williamsburg Full-Floor Vintage Loft,16072607,Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,0.32,161
30104692,"Quiet apartment. Easy access to L, J/M/Z, G lines.",43089807,Brooklyn,Williamsburg,40.71318,-73.95876,Entire home/apt,149,2,20,2.8,263
30104723,Cozy apt with washer dryer  in trendy Williamsburg,226201658,Brooklyn,Williamsburg,40.70689,-73.94996,Entire home/apt,73,30,1,0.23,345
30111496,Brooklyn Newly Renovated 1-bedroom Apartment,101215475,Brooklyn,Williamsburg,40.70762,-73.96503,Private room,90,3,10,4.55,77
30144719,"Gorgeous, Huge Artist's Loft in Williamsburg",51364990,Brooklyn,Williamsburg,40.71361,-73.95703,Entire home/apt,195,2,5,1.61,7
30186710,Private bedroom at East Williamsburg,13608859,Brooklyn,Williamsburg,40.70316,-73.94914,Private room,110,1,13,1.85,6
30205956,Large 1 bdr apt + balcony Williamsburg - Bedford,16081505,Brooklyn,Williamsburg,40.71853,-73.96415,Entire home/apt,220,2,6,0.84,16
30293230,"The best location in Williamsburg, private room!",227520154,Brooklyn,Williamsburg,40.70916,-73.96252,Private room,70,4,13,1.85,280
30296204,Brick and Beam Experience in North Williamsburg,1005966,Brooklyn,Williamsburg,40.7198,-73.95813,Entire home/apt,300,3,7,1.11,168
30313929,"Zen bedroom in Williamsburg, Brooklyn",173282483,Brooklyn,Williamsburg,40.71679,-73.95644,Private room,150,1,4,1.18,89
30319831,Private bedroom in a loft apartment (Williamsburg),115051556,Brooklyn,Williamsburg,40.71217,-73.94396,Private room,80,1,33,4.97,151
30325604,1 BDRM avail in sunny apartment in Williamsburg,10860700,Brooklyn,Williamsburg,40.71293,-73.94283,Private room,120,2,11,1.76,117
30352538,Spacious Garden Studio,51964207,Brooklyn,Williamsburg,40.70946,-73.96567,Entire home/apt,140,3,7,1.42,3
30367724,Cozy private room in Williamsburg,228000501,Brooklyn,Williamsburg,40.70996,-73.96495,Private room,50,3,6,0.82,38
30370642,"Serene,  Clean Studio in South Williamsburg",10934627,Brooklyn,Williamsburg,40.7112,-73.96566,Entire home/apt,105,7,3,0.56,16
30374563,Open & Bright Williamsburg 1 Bed Loft,228104837,Brooklyn,Williamsburg,40.7092,-73.9631,Entire home/apt,195,2,14,2.04,28
30421742,"""Mi casa es su casa"" Welcome home",224315550,Brooklyn,Williamsburg,40.71043,-73.96505,Private room,90,2,27,3.84,56
30424508,Bright + cozy room in leafy Williamsburg apartment,383623,Brooklyn,Williamsburg,40.71239,-73.95419,Private room,50,5,4,0.56,12
30437968,Beautiful one bed in the best part of Brooklyn,52575295,Brooklyn,Williamsburg,40.71972,-73.95705,Entire home/apt,295,5,3,0.49,46
30439949,Fantastic sunny apartment and  10 Min to Manhattan,135060128,Brooklyn,Williamsburg,40.70809,-73.94913,Entire home/apt,160,1,35,4.79,269
30445539,Cozy & clean private bedroom. Brooklyn NY,225291555,Brooklyn,Williamsburg,40.71218,-73.9363,Private room,55,2,5,0.79,160
30460675,2 Bedroom Williamsburg Oasis w/Private Backyard,67727548,Brooklyn,Williamsburg,40.7066,-73.94625,Entire home/apt,150,2,9,1.27,1
30495338,"Luxe, Quiet, Bright 1br in Prime Williamsburg",228872661,Brooklyn,Williamsburg,40.71191,-73.95568,Entire home/apt,243,1,23,4.63,107
30495769,"Luxury building, best location in williamsburg!!",17486626,Brooklyn,Williamsburg,40.7177,-73.96346,Private room,70,9,1,0.19,15
30505732,Renovated 2-Bedroom Apt in Williamsburg with Patio,228937001,Brooklyn,Williamsburg,40.7161,-73.95427,Entire home/apt,165,1,24,3.77,213
30531246,"Luxury Apt, 1 BR, Stainless Steel Appliances",226201658,Brooklyn,Williamsburg,40.70755,-73.94892,Entire home/apt,90,30,2,0.45,314
30531953,SUPERIOR KING ROOM -PRIME WILLIAMSBURG,198861577,Brooklyn,Williamsburg,40.72132,-73.95463,Private room,295,1,2,0.6,90
30557789,Spacious private room with in room MOVIE THEATER,4599529,Brooklyn,Williamsburg,40.71673,-73.94948,Private room,65,2,1,0.15,95
30559544,Cozy Home,195024580,Brooklyn,Williamsburg,40.72066,-73.95726,Entire home/apt,150,7,2,0.32,8
30588700,Great unit in prime Williamsburg,92612757,Brooklyn,Williamsburg,40.71716,-73.95183,Entire home/apt,200,2,1,0.16,219
30590147,"Williamsburg private, comfy, bright room",18494627,Brooklyn,Williamsburg,40.70929,-73.94719,Private room,40,58,1,0.16,15
30591122,Cosy private bedroom in Williamsburg!,229469300,Brooklyn,Williamsburg,40.70855,-73.95072,Private room,55,2,2,0.75,4
30593639,Amazing Luxury Loft in Williamsburg,1443812,Brooklyn,Williamsburg,40.71101,-73.96439,Entire home/apt,190,4,2,0.32,128
30642253,1 Bedroom+1 bath in Artsy modern Williamsburg NY,44152990,Brooklyn,Williamsburg,40.71894,-73.96187,Private room,90,3,4,0.6,11
30659261,Quiet and Spacious South Williamsburg One Bedroom,2199778,Brooklyn,Williamsburg,40.70839,-73.9547,Entire home/apt,150,3,6,0.95,4
30688867,"Artistic, Cozy Space in Convenient Williamsburg",879277,Brooklyn,Williamsburg,40.70874,-73.95873,Shared room,70,2,4,0.59,135
30692023,Sunny bedroom in a spacious loft/apt in Bushwick!,294581,Brooklyn,Williamsburg,40.70202,-73.94352,Private room,75,3,4,4.0,101
30695144,Williamsburg Studio,56286886,Brooklyn,Williamsburg,40.71673,-73.96428,Entire home/apt,150,2,4,0.59,12
30710325,Huge Room in Trendy East Williamsburg,49800768,Brooklyn,Williamsburg,40.70509,-73.92988,Private room,80,7,1,0.16,219
30712349,Artist's Creative Loft Photo Studio-2 Bed + Office,1632633,Brooklyn,Williamsburg,40.70977,-73.94193,Entire home/apt,120,2,27,4.2,8
30737562,Private Bedroom and Bathroom in Spacious Apartment,4281300,Brooklyn,Williamsburg,40.71715,-73.94152,Private room,89,1,2,0.43,16
30741199,Bright Beautiful Loft Apt in Heart of Williamsburg,416238,Brooklyn,Williamsburg,40.71513,-73.94444,Entire home/apt,225,6,1,0.16,88
30764990,Lovely spacious 1 BR apartment in Williamsburg,226201658,Brooklyn,Williamsburg,40.70819,-73.94945,Entire home/apt,89,30,2,0.39,295
30769129,Artist Retreat in Williamsburg with studio space!,121434641,Brooklyn,Williamsburg,40.70891,-73.94047,Entire home/apt,100,1,23,3.3,173
30791949,Cozy and spacious loft in Williamsburg/Bushwick,4510691,Brooklyn,Williamsburg,40.70923,-73.9448,Entire home/apt,175,2,4,0.62,34
30817394,Spacious apartment in East Williamsburg!,192740917,Brooklyn,Williamsburg,40.7054,-73.94239,Entire home/apt,120,7,1,0.16,189
30817603,Large Private Room. Fits up to 6 people,135060128,Brooklyn,Williamsburg,40.70841,-73.95048,Private room,120,1,3,0.47,269
30823061,2BED in Williamsburg With Private Patio!,11061595,Brooklyn,Williamsburg,40.70709,-73.9506,Entire home/apt,250,3,2,0.31,10
30824853,Stunning apartment heart of Williamsburg 2bd/2ba,5503926,Brooklyn,Williamsburg,40.71158,-73.96162,Entire home/apt,250,3,16,2.35,271
30850027,"New York, private gorgeous bedroom!",86078173,Brooklyn,Williamsburg,40.7077,-73.93855,Private room,85,5,2,0.32,25
30878695,BRIGHT BEAUTIFUL BROWNSTONE IN BROOKLYN,66913051,Brooklyn,Williamsburg,40.71792,-73.94172,Entire home/apt,160,1,4,0.59,49
30905264,The Williamsburg Urban Haven,230961710,Brooklyn,Williamsburg,40.71408,-73.95501,Entire home/apt,60,1,37,5.66,234
30907441,Willimsburg Deluxe Studio,32874565,Brooklyn,Williamsburg,40.71763,-73.95334,Entire home/apt,125,15,1,0.16,285
30911893,"Modern, bohemian 1 bedroom apt in Williamsburg",19478720,Brooklyn,Williamsburg,40.71942,-73.95993,Entire home/apt,125,21,2,0.5,81
30938629,"Penthouse Apartment in Williamsburg, Brooklyn",70143818,Brooklyn,Williamsburg,40.7194,-73.96374,Private room,80,3,4,0.63,280
30958416,Sunny East Williamsburg Apartment,25612580,Brooklyn,Williamsburg,40.70721,-73.93843,Entire home/apt,105,2,14,3.96,144
30958452,Great Room in Heart of Williamsburg,14819229,Brooklyn,Williamsburg,40.71332,-73.95591,Private room,75,4,1,0.53,47
30965475,Cool Private Bedroom & Office/Living Room Bushwick,213069141,Brooklyn,Williamsburg,40.7033,-73.93583,Private room,60,2,1,1.0,210
31018826,SUNLIT OASIS,41059169,Brooklyn,Williamsburg,40.71159,-73.96318,Private room,118,2,4,0.67,112
31052694,Private Room With a Balcony In a Modern Loft,3363749,Brooklyn,Williamsburg,40.70877,-73.94171,Private room,89,6,8,1.98,260
31053180,Modern 2BR Williamsburg  Loft With a Balcony,3363749,Brooklyn,Williamsburg,40.70646,-73.94169,Entire home/apt,189,6,2,0.45,242
31075172,Brooklyn's Finest - LL,50364039,Brooklyn,Williamsburg,40.71477,-73.96122,Entire home/apt,130,2,25,3.99,261
31097777,Quiet One-Bedroom in Williamsburg Close to Subway,115064362,Brooklyn,Williamsburg,40.70627,-73.95484,Entire home/apt,85,2,11,1.76,237
31172584,Williamsburg  Duplex Loft of Lorimer L,4318363,Brooklyn,Williamsburg,40.71462,-73.95278,Entire home/apt,180,3,2,0.41,24
31191366,Prime Williamsburg Duplex Loft Off Lorimer L,4318363,Brooklyn,Williamsburg,40.71315,-73.95411,Private room,65,2,17,3.11,26
31235791,"Williamsburg 1 Bedroom, Spacious and Classy",228224011,Brooklyn,Williamsburg,40.71359,-73.95574,Entire home/apt,251,1,17,2.91,340
31255786,Sunny Shared Vintage Loft,806774,Brooklyn,Williamsburg,40.70823,-73.96685,Shared room,125,1,5,2.31,156
31258508,Private Entrance Brooklyn Townhouse Garden Suite,2965005,Brooklyn,Williamsburg,40.71399,-73.93798,Private room,110,3,20,3.26,98
31285302,Beautiful 1bedroom apt in Williamsburg,17126336,Brooklyn,Williamsburg,40.71998,-73.96283,Entire home/apt,190,6,4,0.88,59
31308773,Light & Airy Williamsburg Retreat,234338317,Brooklyn,Williamsburg,40.71105,-73.94563,Private room,80,1,1,1.0,86
31388248,"Bohemian Open Loft
Williamsburg/Bushwick close 2 L",234961480,Brooklyn,Williamsburg,40.70474,-73.94423,Private room,120,1,8,2.79,80
31391466,Spacious 3 bedroom apt in Williamsburg,235115405,Brooklyn,Williamsburg,40.70967,-73.95249,Private room,70,2,8,1.57,8
31409739,Stunning triplex in East Williamsburg,20233597,Brooklyn,Williamsburg,40.70952,-73.9435,Entire home/apt,200,6,2,2.0,49
31419390,Private Room in Williamsburg . 2min walk to L,235344330,Brooklyn,Williamsburg,40.71598,-73.9451,Private room,75,2,23,4.86,113
31486707,Beautiful Loft sublet with community in Brooklyn,33120658,Brooklyn,Williamsburg,40.70505,-73.934,Private room,50,4,2,0.42,12
31538945,PRIVATE ROOM IN ARTSY WILLIAMSBURG LOFT!,52531721,Brooklyn,Williamsburg,40.71126,-73.94917,Private room,55,2,26,5.1,156
31552528,Comfy & Spacious Room in Williamsburg Loft,236432765,Brooklyn,Williamsburg,40.71736,-73.95394,Private room,50,2,3,0.78,330
31560811,Williamsburg Hidden Gem,5178818,Brooklyn,Williamsburg,40.71186,-73.95736,Entire home/apt,129,1,28,5.22,93
31599484,Entire apartment at the best part of Williamsburg!,16949541,Brooklyn,Williamsburg,40.7133,-73.96341,Entire home/apt,120,5,12,3.5,107
31663848,Gorgeous Sunny Luxury Williamsburg Condo,237406328,Brooklyn,Williamsburg,40.71447,-73.95108,Entire home/apt,140,2,30,5.56,135
31668461,Amazing and Lofty 2BD space in Williamsburg,236432765,Brooklyn,Williamsburg,40.71524,-73.9553,Entire home/apt,200,2,14,3.93,330
31668481,Beautiful 1 bdr in the heart of Williamsburg,230930866,Brooklyn,Williamsburg,40.71788,-73.96398,Entire home/apt,175,3,2,0.53,5
31675967,"Bright, spacious, minimalist room in cool spot",220071184,Brooklyn,Williamsburg,40.70824,-73.94423,Private room,57,2,1,1.0,3
31795680,Recently Renovated 2 Bed Apartment In Williamsburg,3659285,Brooklyn,Williamsburg,40.70787,-73.95501,Entire home/apt,160,1,22,4.49,237
31799118,"3 BDR APT, ONLY 1 SUBWAY STOP TO MANHATTAN, 5 MIN!",217784241,Brooklyn,Williamsburg,40.71011,-73.96086,Entire home/apt,280,1,12,3.21,250
31838338,"ingefära hus! Two bedroom apt in Williamsburg, BK",179679,Brooklyn,Williamsburg,40.71144,-73.95576,Entire home/apt,175,2,4,0.99,14
31878988,Beautiful Garden Apartment Bedford Ave. stop on L,30214212,Brooklyn,Williamsburg,40.71509,-73.958,Entire home/apt,100,28,3,0.9,258
31904037,"Bright, Clean and Modern Williamsburg Studio",10914119,Brooklyn,Williamsburg,40.71747,-73.96142,Entire home/apt,190,4,4,1.05,187
31906580,Bright High Ceiling Bedroom in East Williamsburg,2707591,Brooklyn,Williamsburg,40.70754,-73.94228,Private room,95,1,6,1.28,200
31919636,"LUMINOUS, COZY BR w/ personal BA + entrance in BK",29301386,Brooklyn,Williamsburg,40.70333,-73.94913,Private room,85,2,16,3.27,11
31946382,LARGE  3Br Williamsburg Apt Mins from Manhattan,239517667,Brooklyn,Williamsburg,40.71007,-73.95136,Entire home/apt,199,2,20,3.73,61
31947991,"Bright room in huge, dog-friendly apt w/ balcony",4094038,Brooklyn,Williamsburg,40.71197,-73.94223,Private room,75,2,16,4.29,25
31954232,LOCATION!!!!Beautiful 2 bedrooms appartement !!!,24425582,Brooklyn,Williamsburg,40.71301,-73.95845,Entire home/apt,128,2,13,2.5,27
31972030,SMALL ROOM 15 MINUTES AWAY FROM MANHATTAN,157310194,Brooklyn,Williamsburg,40.70597,-73.94245,Private room,60,2,16,3.78,116
31994556,Williamsburg Micro Guest House,239887273,Brooklyn,Williamsburg,40.71815,-73.95834,Private room,75,1,24,4.62,201
31994735,Cosy Garden Apartment Williamsburg NY House,193954973,Brooklyn,Williamsburg,40.71506,-73.95192,Entire home/apt,150,3,7,2.26,86
32042717,Home Sweet Home,65786143,Brooklyn,Williamsburg,40.70572,-73.94501,Private room,90,2,11,2.92,83
32050937,Downtown Williamsburg Loft,21416718,Brooklyn,Williamsburg,40.71606,-73.96268,Entire home/apt,150,3,15,3.75,35
32069686,"Amazing views, sun, luxe style, live like a local!",27107891,Brooklyn,Williamsburg,40.71396,-73.93986,Entire home/apt,179,4,8,2.11,104
32085454,"Perfectly located, bright, clean and spacious",18193304,Brooklyn,Williamsburg,40.71268,-73.9472,Private room,80,1,10,3.03,102
32127699,Cozy Private Bedroom in East Williamsburg,241035874,Brooklyn,Williamsburg,40.71045,-73.93826,Private room,60,2,16,4.14,355
32141173,Spacious Flat. Lux Building. 3 stops to Manhattan,17849213,Brooklyn,Williamsburg,40.71695,-73.93847,Entire home/apt,110,1,7,2.56,1
32159820,Heart of Williamsburg,31691527,Brooklyn,Williamsburg,40.71698,-73.95879,Private room,365,2,4,1.52,79
32165536,1 Bedroom - Fully Furnished - Williamsburg Loft,1570799,Brooklyn,Williamsburg,40.70771,-73.94627,Private room,100,10,2,0.9,3
32167255,"Bedroom in a cosy/ bright apartment, Williamsburg",6883576,Brooklyn,Williamsburg,40.71516,-73.94934,Private room,98,1,9,2.37,53
32232908,Urban Zen in the Heart of Williamsburg,29775337,Brooklyn,Williamsburg,40.7185,-73.95601,Private room,150,2,7,1.48,20
32234380,Cozy spot in hipster East Williamsburg,241870258,Brooklyn,Williamsburg,40.71363,-73.93615,Shared room,75,1,2,0.63,1
32250920,The Berry - Hip in the heart of Williamsburg.,1859754,Brooklyn,Williamsburg,40.71989,-73.9581,Entire home/apt,100,4,2,0.48,7
32260853,Room in Williamsburg w/ private full bathroom,80354349,Brooklyn,Williamsburg,40.7079,-73.94608,Private room,75,2,2,0.85,188
32272051,Bushwick Loft Transformed into Bohemian Hideaway!,25365575,Brooklyn,Williamsburg,40.70525,-73.93363,Private room,64,1,29,6.13,13
32272829,Artist Studio Loft in The Heart of Williamsburg,128810972,Brooklyn,Williamsburg,40.71356,-73.96751,Entire home/apt,200,2,5,1.05,26
32284162,Unique 2 bedroom apt in the center of Williamsburg,6960621,Brooklyn,Williamsburg,40.71294,-73.96142,Entire home/apt,210,2,27,5.91,188
32286787,BROOKLYN Bright Williamsburg room Backyard +Trains,242344309,Brooklyn,Williamsburg,40.70684,-73.94932,Private room,65,1,20,4.23,107
32302978,Bright 1b on quiet Williamsburg street,2943364,Brooklyn,Williamsburg,40.71177,-73.96464,Entire home/apt,120,3,4,0.88,8
32303671,BROOKLYN! Chic Williamsburg room + Balcony +Trains,242344309,Brooklyn,Williamsburg,40.70847,-73.9491,Private room,57,1,31,6.46,116
32303970,BROOKLYN! Cute Williamsburg room + Balcony +Trains,242344309,Brooklyn,Williamsburg,40.70766,-73.94974,Private room,70,1,34,7.03,132
32304790,Private bedroom/bathroom in Williamsburg GEM !,12741400,Brooklyn,Williamsburg,40.71208,-73.95126,Private room,99,3,9,2.03,19
32304889,Sleek Williamsburg Apartment With Gym,64434732,Brooklyn,Williamsburg,40.7084,-73.94488,Private room,115,1,2,0.61,89
32329737,One stop away manhattan #2,91605357,Brooklyn,Williamsburg,40.70738,-73.95569,Private room,60,2,26,6.5,21
32401236,fabulous & large bedroom - East Williamsburg,238766198,Brooklyn,Williamsburg,40.71235,-73.93963,Private room,67,2,9,1.99,345
32469151,"Private patio, sunlight filled, gorgeous studio!",243931948,Brooklyn,Williamsburg,40.71765,-73.96254,Entire home/apt,179,2,2,0.47,2
32495009,Spacious 3 bedroom apartment in WILLIAMSBURG,235115405,Brooklyn,Williamsburg,40.7077,-73.95332,Private room,65,2,13,3.33,9
32496573,1BDR cozyclean apt great location,62305875,Brooklyn,Williamsburg,40.71304,-73.96729,Entire home/apt,107,30,1,0.55,53
32527460,Bright bdr in Renovated Building (15min from City),224340103,Brooklyn,Williamsburg,40.70927,-73.94684,Private room,75,1,2,0.44,151
32564016,Huge 1 bedroom apartment with private deck!,224666178,Brooklyn,Williamsburg,40.71263,-73.9581,Entire home/apt,150,2,6,1.5,2
32567344,"Bright and lovely flat in Williamsburg, Brooklyn",39329872,Brooklyn,Williamsburg,40.70857,-73.95258,Entire home/apt,110,6,3,0.98,25
32586373,The Heart of Williamsburg Brooklyn,244906527,Brooklyn,Williamsburg,40.71586,-73.9391,Entire home/apt,120,2,15,3.52,292
32635569,Big sunnny bedroom with a giant private garden,3002665,Brooklyn,Williamsburg,40.7146,-73.94167,Shared room,125,1,1,0.54,365
32638687,Rustic Williamsburg Loft,225087238,Brooklyn,Williamsburg,40.70881,-73.96688,Entire home/apt,235,5,13,2.98,153
32664982,"Your bright, spacious & central WILLIAMSBURG home!",8498596,Brooklyn,Williamsburg,40.71558,-73.94877,Private room,95,2,14,3.44,32
32697000,Cozy room in Williamsburg near subway,228184534,Brooklyn,Williamsburg,40.71965,-73.94234,Private room,45,15,1,0.3,37
32718338,Beautiful vintage apt in Williamsburg (ENTIRE APT),24809291,Brooklyn,Williamsburg,40.71438,-73.94359,Entire home/apt,130,5,1,0.48,121
32723619,Apt in heart of Williamsburg,111466,Brooklyn,Williamsburg,40.71797,-73.95738,Entire home/apt,250,4,1,1.0,122
32744084,Sunny Bedroom in Williamsburg,118385679,Brooklyn,Williamsburg,40.71315,-73.95695,Private room,50,1,12,3.13,13
32784607,New Williamsburg King Bed Condo,10994728,Brooklyn,Williamsburg,40.71665,-73.9515,Entire home/apt,150,3,2,0.77,159
32806692,XL Williamsburg Full Apartment for rent,9089718,Brooklyn,Williamsburg,40.71813,-73.95964,Entire home/apt,129,5,1,0.24,14
32806789,Spacious & Bright 1 Bedroom in S. Williamsburg,246791914,Brooklyn,Williamsburg,40.71078,-73.96905,Entire home/apt,200,2,8,2.67,2
32833064,Private Room Right Off L Train,6447195,Brooklyn,Williamsburg,40.70754,-73.94151,Private room,42,3,3,1.3,5
32834423,"Comfy room in large, dog-friendly apt w/ balcony",4094038,Brooklyn,Williamsburg,40.71036,-73.94053,Private room,65,2,13,3.25,25
32845716,3 Bedroom Artist Loft in Williamsburg Prime,1019963,Brooklyn,Williamsburg,40.71565,-73.95837,Entire home/apt,223,2,17,4.47,310
32870748,"Luxury building studio, swimmingpool, pet friendly",246865215,Brooklyn,Williamsburg,40.72136,-73.95532,Entire home/apt,160,2,1,0.41,350
32992183,Large 2 bedroom Williamsburg loft apartment,72660976,Brooklyn,Williamsburg,40.71177,-73.95629,Entire home/apt,180,3,6,1.51,38
32992390,Private Room with Own Entrance in Williamsburg!,1489654,Brooklyn,Williamsburg,40.71247,-73.94915,Private room,93,1,25,7.01,234
32992674,Sun lit private room in WIlliamsburg,6085353,Brooklyn,Williamsburg,40.71502,-73.95633,Private room,60,5,3,0.99,179
32993357,Private room in a Bohemian JP Loft! a,96737879,Brooklyn,Williamsburg,40.70263,-73.93488,Private room,70,5,1,0.37,4
33011379,Bright & Cozy 2 BR Apt + Rooftop Williamsburg,29523138,Brooklyn,Williamsburg,40.70957,-73.94088,Entire home/apt,168,3,7,3.44,190
33033214,Private Room in Gorgeous Duplex Apartment,2300366,Brooklyn,Williamsburg,40.70835,-73.94163,Private room,90,2,1,0.63,9
33041634,"Zen Sanctuary! Stunning View, Prime Location",73369106,Brooklyn,Williamsburg,40.71864,-73.96107,Entire home/apt,319,2,5,1.9,47
33042347,★★ Spacious Single House | Close to Everything! ★★,16637631,Brooklyn,Williamsburg,40.70984,-73.96366,Entire home/apt,260,1,24,6.43,45
33072533,Charming European Apt with City View's + Terrace,240480084,Brooklyn,Williamsburg,40.71719,-73.94795,Entire home/apt,300,3,2,0.98,59
33090783,Modern East Williamsburg Apartment,713776,Brooklyn,Williamsburg,40.71417,-73.94123,Entire home/apt,94,3,4,1.32,31
33129377,"Beautiful, spacious three bedroom apt with terrace",4094038,Brooklyn,Williamsburg,40.71198,-73.94191,Entire home/apt,285,3,3,3.0,16
33155771,One bedroom apartment in the Heart of Williamsburg,3401286,Brooklyn,Williamsburg,40.71848,-73.94393,Entire home/apt,170,2,4,1.22,1
33164622,Private large bedroom with skylight in Loft.,3502098,Brooklyn,Williamsburg,40.71646,-73.95996,Private room,75,2,10,2.83,177
33167738,E. Williamsburg/Bushwick/Bedstuy Private Bedroom,21524809,Brooklyn,Williamsburg,40.70312,-73.94464,Private room,75,4,6,1.98,55
33184502,"Private, Sunny Room in Prime Williamsburg",89035025,Brooklyn,Williamsburg,40.71492,-73.94332,Private room,65,3,4,1.29,3
33187408,Gorgeous bedroom w/ensuite bath-East Williamsburg,249870831,Brooklyn,Williamsburg,40.71395,-73.94022,Private room,65,1,2,1.15,124
33188757,GORGEOUS 1-bdrm with PRIVATE YARD & washer/dryer,249881559,Brooklyn,Williamsburg,40.71594,-73.9402,Entire home/apt,135,2,9,3.86,162
33190990,Huge Designer Loft- View of New York City Skyline!,27564513,Brooklyn,Williamsburg,40.70396,-73.93442,Entire home/apt,250,2,7,2.44,183
33214322,large & spacious bedroom-Williamsburg,249588074,Brooklyn,Williamsburg,40.71389,-73.93859,Private room,69,2,1,0.28,345
33229012,1 stop away from Manhattan- HUGE Williamsburg room,45470760,Brooklyn,Williamsburg,40.70406,-73.95763,Private room,70,2,5,1.63,2
33240958,COZY Room @Williamsburg (10 mins to Manhattan),1104166,Brooklyn,Williamsburg,40.71362,-73.95343,Private room,65,2,9,3.42,43
33246476,Spacious bedroom in Williamsburg,13480762,Brooklyn,Williamsburg,40.71768,-73.94027,Private room,40,1,9,2.84,22
33310062,"Beautiful 1.5 Bedroom Oasis, Heart of Williamsburg",2196083,Brooklyn,Williamsburg,40.71699,-73.96167,Entire home/apt,214,3,6,1.94,32
33311237,Large Parlor Apt Williamsburg Brooklyn NY House,193954973,Brooklyn,Williamsburg,40.71547,-73.95147,Entire home/apt,165,3,5,1.97,272
33315595,Bright Top Floor + Private Terrace in Williamsburg,131057988,Brooklyn,Williamsburg,40.71419,-73.94138,Private room,150,2,7,2.66,48
33334269,SPACIOUS ROOMS FOR RENT,13480762,Brooklyn,Williamsburg,40.7185,-73.93964,Private room,40,1,14,4.57,26
33362018,Clean & Modern Getaway in Williamsburg,239650062,Brooklyn,Williamsburg,40.71178,-73.94257,Entire home/apt,163,7,2,0.79,263
33363343,Rooftop & Backyard in the Heart of Williamsburg,7230979,Brooklyn,Williamsburg,40.71867,-73.96163,Private room,100,2,1,0.59,44
33372668,"Charming Cozy Apartment, Bushwick Brooklyn",15488551,Brooklyn,Williamsburg,40.7045,-73.94357,Entire home/apt,150,6,5,2.17,40
33379269,1 BR Luxury Apt on Metro Ave in E Williamsburg,251468079,Brooklyn,Williamsburg,40.71573,-73.93887,Entire home/apt,110,4,5,2.63,1
33400016,A Brooklyn Launch Pad,35881969,Brooklyn,Williamsburg,40.70426,-73.94542,Private room,70,1,13,5.13,76
33427580,Sun Lit Brooklyn 2 Bedroom Apt w Roof Views,194856554,Brooklyn,Williamsburg,40.72069,-73.95829,Entire home/apt,295,2,9,2.9,3
33428571,Beautiful sunny bedroom in central Williamsburg,6080376,Brooklyn,Williamsburg,40.71322,-73.94655,Private room,74,1,18,5.4,49
33441771,BEST location in Williamsburg,251932107,Brooklyn,Williamsburg,40.71623,-73.9601,Private room,85,2,5,2.38,86
33444493,★Single Room in Backpackers Accommodation★,56060787,Brooklyn,Williamsburg,40.70908,-73.95663,Private room,55,1,14,4.47,295
33455253,Cozy and Sunny Bedroom in Private Apartment,71878492,Brooklyn,Williamsburg,40.71437,-73.94133,Private room,70,5,3,1.58,66
33460551,Sun Drenched Williamsburg Gem,32942122,Brooklyn,Williamsburg,40.70921,-73.9426,Entire home/apt,125,2,1,1.0,22
33468884,Duplex Townhouse in Heart of Williamsburg,252163238,Brooklyn,Williamsburg,40.71912,-73.94296,Entire home/apt,327,2,7,3.0,49
33529691,Comfy & Cheerful Oasis in Vibrant Neighborhood,94531229,Brooklyn,Williamsburg,40.7198,-73.94125,Entire home/apt,171,2,6,3.0,48
33564331,Sunny big room in East Williamsburg,42881572,Brooklyn,Williamsburg,40.71379,-73.94104,Private room,47,27,1,0.45,323
33588367,"Large room in sunny Williamsburg apt, HUGE BALCONY",33235360,Brooklyn,Williamsburg,40.70845,-73.94266,Private room,76,2,6,1.89,5
33608420,Bright One Bedroom Loft,84732743,Brooklyn,Williamsburg,40.71255,-73.93922,Entire home/apt,100,3,3,1.23,3
33608870,"Large Comfy 2Bdrm Apt in Williamsburg, Brooklyn",193954973,Brooklyn,Williamsburg,40.71381,-73.95187,Entire home/apt,245,3,1,0.47,257
33631782,Private Bedroom in Williamsburg Apt!,8569221,Brooklyn,Williamsburg,40.71829,-73.95819,Private room,109,3,3,1.07,97
